sha,is_merge,parents_count,modified_files_count,code_churn,max_file_churn,avg_file_churn,deletions,insertions,net_lines,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing,total_token_count,total_nloc,total_complexity,total_changed_method_count,commit_message
f738344a81a913d8d93541423e7f29267f4f7735,False,1,6,488,447,81.33333333333333,266,941,675,0.0,0.8,0.9689655172413794,42806,6264,1285,25,"fix: limit number of concurrent optimized compactions (#26319) (#26358)

Co-authored-by: Geoffrey Wossum <gwossum@influxdata.com>
Co-authored-by: davidby-influx <dbyrne@influxdata.com>
Closes: #26315"
2a0353ffd2405da54f3ddd990d118d5ab4bb3136,False,1,6,621,420,103.5,2048,2586,538,0.0,0.0,0.9913793103448276,46858,6701,1577,39,"fix: reduce excessive CPU usage during compaction planning (#26432) (#26468)

Co-authored-by: Geoffrey Wossum <gwossum@influxdata.com>"
66f4dbeaadb4f8e3da5538dfef62bc7380a1a198,False,1,6,488,447,81.33333333333333,266,941,675,0.0,0.8,0.9689655172413794,42806,6264,1285,25,"fix: limit number of concurrent optimized compactions (#26319)

Limit number of concurrent optimized compactions so that level compactions do not get starved. Starved level compactions result in a sudden increase in disk usage.

Add [data] max-concurrent-optimized-compactions for configuring maximum number of concurrent optimized compactions. Default value is 1.

Co-authored-by: davidby-influx <dbyrne@influxdata.com>
Co-authored-by: devanbenz <devandbenz@gmail.com>
Closes: #26315"
1fbe3190807467691b0c189b7316af172fd358c7,False,1,6,621,420,103.5,2048,2586,538,0.0,0.0,0.9913793103448276,46863,6701,1577,39,"fix: reduce excessive CPU usage during compaction planning (#26432)

Co-authored-by: devanbenz <devandbenz@gmail.com>"
92efddbfbe4033118e357439d58da2d555c4740a,False,1,241,114532,13529,475.23651452282155,2,178666,178664,0.30846486283352126,0.5421552048102217,0.9186020293122886,581037,86374,16639,4248,"chore(tsdb): Initial commit of tsdb package

* pulls in 1.x tsdb, compiles and passes test"
1f66b3110efb691935ddde0d060800291c20ef5d,False,1,3,316,251,105.33333333333333,384,240,-144,0.9594594594594594,0.0,0.006756756756756757,36828,5565,508,2,"fix: upgrade influxql to latest version & fix predicate handling for show tag values metaqueries (#22500)

* feat: Add WITH KEY to show tag keys

* fix: add tests for multi measurement tag value queries

* chore: fix linter problems

* chore: revert influxql changes to keep WITH KEY disabled

* chore: add TODO for moving flux tests to flux repo

Co-authored-by: Sam Arnold <sarnold@influxdata.com>"
1542d2404f604d1eb2e8d46c23157972ac564788,False,1,6,659,222,109.83333333333333,109,855,746,0.5158102766798419,0.7628458498023716,0.8063241106719368,3702,620,89,29,"feat: new recovery subcommand allows creating recovery user/token (#22590)

* feat: influxd recovery-cli allows creating recovery user/token

Closes #12051

* test: do not assert order of users or orgs in list

* fix: code review suggestions from dan

Co-authored-by: Daniel Moran <danxmoran@gmail.com>

* fix: more fixes from dan's review

* chore: depend on tabwriter from influx-cli

* chore: revert onboarding refactor

Co-authored-by: Daniel Moran <danxmoran@gmail.com>"
725794ef28adc38a47992c5984aa16bff924adcc,False,1,3,125,111,41.666666666666664,31,209,178,0.06896551724137931,1.0,0.9310344827586207,15465,2337,323,2,"feat: show measurement database and retention policy wildcards (#22396)

* feat: show measurement database and retention policy wildcards

Closes #22390

* chore: formatting

* test: this commit fails tests with empty database

* fix: show measurements with one empty database"
b970e359dca7f139a43ae2e9ddff189e65b946f9,False,1,13,578,325,44.46153846153846,248,420,172,0.32592592592592595,0.7407407407407407,1.0,71609,10616,1803,54,"feat: remaining storage metrics from OSS engine (#22938)

* fix: simplify disk size tracking

* refactor: EngineTags in tsdb package

* fix: fewer compaction buckets and dead code removal

* feat: shard metrics

* chore: formatting

* feat: tsdb store metrics

* feat: retention check metrics

* chore: fix go vet

* fix: review comments"
b72848d43626c353717260f5026fbe7671b7580d,False,1,3,804,525,268.0,187,873,686,0.3161764705882353,0.5147058823529411,0.9448529411764706,34108,4968,876,29,"feat: optimize saving changes to fields.idx (#23701) (#23728)

Instead of writing out the complete fields.idx
file when it changes, write out incremental
changes that will be applied to the file on
close and startup.

closes https://github.com/influxdata/influxdb/issues/23653

(cherry picked from commit 80c10c8c04d44afb709f7db84b5580fbb475fe3f)

closes https://github.com/influxdata/influxdb/issues/23703"
