sha,is_merge,parents_count,modified_files_count,code_churn,max_file_churn,avg_file_churn,deletions,insertions,net_lines,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing,total_token_count,total_nloc,total_complexity,total_changed_method_count,commit_message,commit_timestamp
e633d013f64d057f462786ccf4a430cd27817d4d,False,1,1,67,67,67.0,21,85,64,0.2222222222222222,0.9166666666666666,1.0,2003,497,35,6,cmd: fix `Commands` function not returning all registered commands (#7059),1749770271
1481c0411aa3ce3a53c206e18ee9ce4223cc156d,False,1,4,81,43,20.25,6,607,601,0.29411764705882354,0.29411764705882354,1.0,6108,963,266,6,"caddytls: wire up client_auth leaf verifier Caddyfile (#6772)

* client_auth: wire up leaf verifier Caddyfile

Signed-off-by: Mohammed Al Sahaf <msaa1990@gmail.com>

* review feedback + tests

Signed-off-by: Mohammed Al Sahaf <msaa1990@gmail.com>

---------

Signed-off-by: Mohammed Al Sahaf <msaa1990@gmail.com>",1749478716
092913a7a568a5eb4b28c06e12c1274bd5eb1140,False,1,1,12,12,12.0,35,440,405,0.0,0.9047619047619048,1.0,5160,877,227,1,"httpcaddyfile: Prevent error handler from overriding sub-handler matchers (#6999)

Fixes: #6957",1749231999
44d078b6705c7abcabb2a60f501568ff7f5a57a1,False,1,1,48,48,48.0,26,245,219,1.0,1.0,0.0,640,108,31,1,"acme_server: fix policy parsing in caddyfile (#7006)

Signed-off-by: Mohammed Al Sahaf <msaa1990@gmail.com>",1746726847
9f7148392adb72a6121bf99070efaa1a90ffe901,False,1,1,4,4,4.0,1,109,108,0.1111111111111111,0.9888888888888889,1.0,2988,499,132,1,"log: default logger should respect `{in,ex}clude` (#6995)

* log: default logger should respect `{in,ex}clude`

Signed-off-by: Mohammed Al Sahaf <msaa1990@gmail.com>

* add tests

Signed-off-by: Mohammed Al Sahaf <msaa1990@gmail.com>

---------

Signed-off-by: Mohammed Al Sahaf <msaa1990@gmail.com>",1746569169
49f9af9a4ab2a28fa5c445630017f5284a5afa48,False,1,1,8,8,8.0,2,53,51,0.24489795918367346,0.9183673469387755,1.0,4684,733,218,1,"caddytls: Fix TrustedCACerts backwards compatibility (#6889)

* add failing test

* fix ca pool provisioning

* remove unused param",1741632647
9283770f68f570f47ca20aa9c6f9de8cc50063ba,False,1,1,36,36,36.0,13,23,10,1.0,1.0,1.0,424,79,16,3,"reverseproxy: ignore duplicate collector registration error (#6820)

Signed-off-by: Mohammed Al Sahaf <msaa1990@gmail.com>",1738655730
904a0fa368b7eacac3c7156ce4a1f6ced8f61f34,False,1,2,24,20,12.0,11,13,2,,,,6231,943,246,8,"reverse_proxy: re-add healthy upstreams metric (#6806)

* reverse_proxy: re-add healthy upstreams metric

Signed-off-by: Mohammed Al Sahaf <msaa1990@gmail.com>

* lint

Signed-off-by: Mohammed Al Sahaf <msaa1990@gmail.com>

---------

Signed-off-by: Mohammed Al Sahaf <msaa1990@gmail.com>",1738013454
1bd567d7ad41d5509e2aa60cf36e749f195ad83c,False,1,1,20,20,20.0,3,17,14,0.0,0.0,1.0,5726,863,231,2,"reverseproxy: buffer requests for fastcgi by default (#6759)

* buffer requests for fastcgi by default

* fix import cycle

* fix the return value of bufferedBody

* more comments about fastcgi buffering

---------

Co-authored-by: Matt Holt <mholt@users.noreply.github.com>",1735841905
825fe48e0654dc6e4e065df364a51ea79488e44b,False,1,1,19,19,19.0,6,65,59,0.0,0.0,0.8723404255319149,3909,668,177,2,"reverseproxy: Allow `0` as weights for `weighted_round_robin` (#6681)

* Allow 0 as weights

Change positive to non-negative

* reverseproxy: allow 0 as weighted round robin value

* test: add more wrr select test

---------

Co-authored-by: peanutduck <peanutduck@yahoo.com>",1731020311
